Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
169,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,22,1997,20.3,15,0.74,14,0,0,1,0,3,0.15,2,0,0,1,0,0,Matches
170,Anthony Gordon\Anthony-Gordon,eng ENG,MF,Everton,18,2001,4.4,9,2.03,7,2,0,0,0,1,0.23,1,0,0,0,0,0,Matches
171,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,29,1990,13.0,18,1.38,15,0,0,1,2,1,0.08,1,0,0,0,0,0,Matches
172,Andre Gray\Andre-Gray,eng ENG,FW,Watford,28,1991,8.4,14,1.67,11,0,1,2,0,1,0.12,0,0,0,1,0,0,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,23,1996,6.2,24,3.86,21,0,1,1,1,6,0.97,5,0,0,0,1,0,Matches
174,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,23,1995,33.9,174,5.13,123,22,10,2,17,15,0.44,11,1,2,0,1,0,Matches
175,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,17,2001,12.8,32,2.50,29,0,1,0,2,6,0.47,6,0,0,0,0,0,Matches
176,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,22,1997,7.0,8,1.14,5,1,0,0,2,0,0.00,0,0,0,0,0,0,Matches
177,Pascal Groß\Pascal-Gross,de GER,FWMF,Brighton,28,1991,19.3,90,4.66,51,30,4,1,2,8,0.41,3,3,0,0,0,2,Matches
178,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,32,1987,33.0,3,0.09,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
179,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,20,1999,19.4,34,1.75,26,0,3,2,3,2,0.10,1,0,0,0,1,0,Matches
180,Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,24,1994,21.1,31,1.47,24,4,0,1,2,4,0.19,4,0,0,0,0,0,Matches
181,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,28,1990,21.9,72,3.28,63,2,1,3,3,3,0.14,3,0,0,0,0,0,Matches
182,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,23,1996,10.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
183,Sébastien Haller\Sebastien-Haller,fr FRA,FW,West Ham,25,1994,24.5,50,2.04,41,1,1,4,3,7,0.29,3,0,0,2,2,0,Matches
184,Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,27,1991,14.0,2,0.14,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,24,1995,17.0,8,0.47,7,0,0,1,0,1,0.06,0,0,0,1,0,0,Matches
186,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,24,1995,24.5,26,1.06,21,0,0,2,3,3,0.12,1,0,0,1,1,0,Matches
187,Tom Heaton\Tom-Heaton,eng ENG,GK,Aston Villa,33,1986,19.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Dean Henderson\Dean-Henderson,eng ENG,GK,Sheffield Utd,22,1997,34.0,4,0.12,2,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,29,1990,24.9,46,1.85,41,1,1,3,0,7,0.28,6,0,0,1,0,0,Matches
190,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Burnley,27,1992,21.5,27,1.26,21,3,1,2,0,1,0.05,1,0,0,0,0,0,Matches
191,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,32,1987,3.0,1,0.33,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,31,1988,1.2,2,1.68,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
193,Onel Hernández\Onel-Hernandez,cu CUB,FWMF,Norwich City,26,1993,13.5,39,2.89,26,1,8,2,2,4,0.30,3,0,1,0,0,0,Matches
194,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,27,1992,25.7,91,3.55,59,6,15,9,2,21,0.82,13,1,3,3,1,0,Matches
195,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,23,1995,4.5,1,0.22,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,José Holebas\Jose-Holebas,gr GRE,DF,Watford,35,1984,11.4,18,1.58,8,8,1,1,0,0,0.00,0,0,0,0,0,0,Matches
197,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,22,1996,22.8,17,0.74,9,0,1,6,1,5,0.22,3,0,0,2,0,0,Matches
198,Nathan Holland\Nathan-Holland,eng ENG,MF,West Ham,21,1998,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,28,1991,15.4,53,3.44,23,25,0,2,3,6,0.39,2,4,0,0,0,0,Matches
