Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
163,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,Dortmund,25,1993,25.9,65,2.51,48,7,3,4,3,8,0.31,6,0,0,2,0,0,Matches
164,Babacar Guèye\Babacar-Gueye,sn SEN,FW,Paderborn 07,24,1994,1.2,3,2.45,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Josuha Guilavogui\Josuha-Guilavogui,fr FRA,MFDF,Wolfsburg,28,1990,22.9,28,1.22,24,0,3,1,0,2,0.09,2,0,0,0,0,0,Matches
166,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,RB Leipzig,29,1990,32.0,4,0.12,4,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
167,Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,28,1991,15.2,17,1.12,13,0,1,3,0,1,0.07,0,0,0,1,0,0,Matches
168,Christian Günter\Christian-Gunter,de GER,DF,Freiburg,26,1993,33.7,119,3.54,62,45,4,3,4,15,0.45,6,5,1,1,1,1,Matches
169,Jonathan de Guzmán\Jonathan-de-Guzman,nl NED,MFFW,Eint Frankfurt,31,1987,1.0,8,8.28,5,3,0,0,0,1,1.03,0,1,0,0,0,0,Matches
170,Janik Haberer\Janik-Haberer,de GER,MFFW,Freiburg,25,1994,19.1,44,2.30,34,1,1,2,6,4,0.21,3,0,0,0,1,0,Matches
171,Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,25,1993,8.9,10,1.12,10,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,André Hahn\Andre-Hahn,de GER,FWMF,Augsburg,28,1990,7.8,15,1.92,12,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
173,Amadou Haidara\Amadou-Haidara,ml MLI,MF,RB Leipzig,21,1998,8.4,36,4.29,29,0,4,1,2,3,0.36,1,0,1,1,0,0,Matches
174,Achraf Hakimi\Achraf-Hakimi,ma MAR,DFFW,Dortmund,20,1998,30.2,81,2.69,66,1,6,3,5,18,0.60,15,0,3,0,0,0,Matches
175,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,27,1991,28.0,62,2.21,51,7,3,1,0,11,0.39,9,1,1,0,0,0,Matches
176,Amine Harit\Amine-Harit,ma MAR,MFFW,Schalke 04,22,1997,23.4,86,3.68,66,6,3,2,9,10,0.43,7,0,2,0,1,0,Matches
177,Martin Harnik\Martin-Harnik,at AUT,MFFW,Werder Bremen,32,1987,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,35,1984,21.9,23,1.05,22,1,0,0,0,2,0.09,2,0,0,0,0,0,Matches
179,Kai Havertz\Kai-Havertz,de GER,MFFW,Leverkusen,20,1999,27.3,117,4.29,97,1,9,4,6,14,0.51,13,0,1,0,0,0,Matches
180,Thorgan Hazard\Thorgan-Hazard,be BEL,FWMF,Dortmund,26,1993,26.4,103,3.89,63,23,8,6,3,20,0.76,17,1,2,0,0,0,Matches
181,Jonas Hector\Jonas-Hector,de GER,MFDF,Köln,29,1990,27.0,54,2.00,43,1,2,2,6,5,0.18,3,0,0,1,1,0,Matches
182,Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,25,1993,27.0,18,0.69,17,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
183,Rouwen Hennings\Rouwen-Hennings,de GER,FW,Düsseldorf,31,1987,27.3,52,1.90,41,0,2,5,4,4,0.15,4,0,0,0,0,0,Matches
184,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Bayern Munich,23,1996,10.2,7,0.68,6,1,0,0,0,1,0.10,1,0,0,0,0,0,Matches
185,Patrick Herrmann\Patrick-Herrmann,de GER,FWMF,M'gladbach,28,1991,16.1,42,2.60,31,3,1,1,6,9,0.56,8,0,0,0,1,0,Matches
186,Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Eint Frankfurt,26,1992,30.2,29,0.96,22,0,1,6,0,2,0.07,0,0,0,2,0,0,Matches
187,Marwin Hitz\Marwin-Hitz,ch SUI,GK,Dortmund,31,1987,3.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,André Hoffmann\Andre-Hoffmann,de GER,DF,Düsseldorf,26,1993,27.0,8,0.30,7,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
189,Nicolas Höfler\Nicolas-Hofler,de GER,MF,Freiburg,29,1990,30.9,42,1.36,34,0,3,2,3,2,0.06,1,0,0,0,1,0,Matches
