,xa,pens_made,assists_per90,cards_yellow,goals_assists_pens_per90,squad,nationality,pens_att,games,npxg,goals_per90,minutes,goals,xg_per90,player,assists,age,cards_red,goals_assists_per90,games_starts,npxg_per90,xa_per90,xg,position,goals_pens_per90
257,0.2,0,0.00,1,0.33,Newcastle Utd,eng ENG,0,7,0.3,0.33,545,2,0.06,Matthew Longstaff,0,19,0,0.33,6,0.06,0.03,0.3,MF,0.33
258,0.9,0,0.07,2,0.07,Newcastle Utd,eng ENG,0,21,0.8,0.00,"1,304",0,0.05,Sean Longstaff,1,21,1,0.07,13,0.05,0.06,0.8,MF,0.00
259,0.4,0,0.12,1,0.12,Liverpool,hr CRO,0,9,0.3,0.00,759,0,0.04,Dejan Lovren,1,30,0,0.12,9,0.04,0.05,0.3,DF,0.00
260,1.1,0,0.07,2,0.07,Burnley,eng ENG,0,15,0.0,0.00,"1,350",0,0.00,Matthew Lowton,1,30,0,0.07,15,0.00,0.07,0.0,DF,0.00
261,1.0,0,0.04,4,0.12,Arsenal,br BRA,0,26,1.5,0.08,"2,210",2,0.06,David Luiz,1,32,2,0.12,25,0.06,0.04,1.5,DF,0.08
262,0.8,0,0.10,5,0.25,Aston Villa,br BRA,0,27,2.1,0.15,"1,809",3,0.10,Douglas Luiz,2,21,0,0.25,19,0.10,0.04,2.1,MF,0.15
263,2.6,0,0.13,5,0.29,Sheffield Utd,eng ENG,0,28,4.4,0.17,"2,158",4,0.18,John Lundstram,3,25,0,0.29,24,0.18,0.11,4.4,MF,0.17
264,0.0,0,0.00,0,0.00,Brighton,ar ARG,0,2,0.0,0.00,12,0,0.15,Alexis Mac Allister,0,20,0,0.00,0,0.15,0.00,0.0,FW,0.00
265,6.9,0,0.11,4,0.33,Leicester City,eng ENG,0,29,4.6,0.22,"2,489",6,0.17,James Maddison,3,22,0,0.33,28,0.17,0.25,4.6,MF,0.22
266,0.5,0,0.03,4,0.07,Manchester Utd,eng ENG,0,30,1.8,0.03,"2,700",1,0.06,Harry Maguire,1,26,0,0.07,30,0.06,0.02,1.8,DF,0.03
267,7.1,0,0.50,0,0.93,Manchester City,dz ALG,0,24,4.1,0.43,"1,453",7,0.26,Riyad Mahrez,8,28,0,0.93,16,0.26,0.44,4.1,"FW,MF",0.43
268,1.5,0,0.15,5,0.15,Arsenal,eng ENG,0,15,0.2,0.00,"1,234",0,0.02,Ainsley Maitland-Niles,2,21,1,0.15,14,0.02,0.11,0.2,DF,0.00
269,5.2,0,0.30,2,0.91,Liverpool,sn SEN,0,26,11.4,0.61,"2,077",14,0.49,Sadio Mané,7,27,0,0.91,24,0.49,0.22,11.4,FW,0.61
270,0.3,0,0.09,4,0.09,Newcastle Utd,es ESP,0,13,0.0,0.00,962,0,0.00,Javier Manquillo,1,25,0,0.09,11,0.00,0.03,0.0,DF,0.00
271,0.5,0,0.10,2,0.10,Brighton,eng ENG,0,14,1.2,0.00,926,0,0.12,Solly March,1,25,0,0.10,9,0.12,0.05,1.2,"DF,FW",0.00
272,0.0,0,0.00,0,0.00,Arsenal,es ESP,0,2,0.0,0.00,113,0,0.00,Pablo Marí,0,25,0,0.00,2,0.00,0.00,0.0,DF,0.00
273,0.4,0,0.00,4,0.00,Watford,jm JAM,0,16,0.3,0.00,"1,242",0,0.02,Adrian Mariappa,0,32,1,0.00,13,0.02,0.03,0.3,DF,0.00
274,2.3,0,0.14,1,0.65,Manchester Utd,fr FRA,1,24,7.7,0.51,"1,952",11,0.39,Anthony Martial,3,23,0,0.65,23,0.36,0.11,8.5,FW,0.51
275,0.0,0,0.00,1,0.00,West Ham,eng ENG,0,5,0.0,0.00,436,0,0.00,David Martin,0,33,0,0.00,4,0.00,0.00,0.0,GK,0.00
276,0.0,0,0.00,0,0.00,Norwich City,eng ENG,0,1,0.0,0.00,2,0,0.00,Josh Martin,0,17,0,0.00,0,0.00,0.00,0.0,FW,0.00
277,0.2,0,0.00,1,0.41,Arsenal,br BRA,0,14,2.3,0.41,663,3,0.31,Martinelli,0,18,0,0.41,6,0.31,0.03,2.3,FW,0.41
278,,0,0.00,0,0.00,Arsenal,ar ARG,0,1,,0.00,51,0,,Emiliano Martínez,0,26,0,0.00,0,,,,GK,0.00
279,0.6,0,0.00,3,0.07,Watford,it ITA,0,18,0.3,0.07,"1,312",1,0.02,Adam Masina,0,25,0,0.07,14,0.02,0.04,0.3,DF,0.07
280,0.9,0,0.10,5,0.10,West Ham,cd COD,0,15,0.1,0.00,913,0,0.01,Arthur Masuaku,1,25,1,0.10,10,0.01,0.09,0.1,DF,0.00
281,2.1,0,0.24,1,0.24,Manchester Utd,es ESP,0,17,1.2,0.00,736,0,0.15,Juan Mata,2,31,0,0.24,8,0.15,0.25,1.2,"MF,FW",0.00
282,0.9,0,0.09,1,0.09,Manchester Utd,rs SRB,0,13,0.2,0.00,972,0,0.02,Nemanja Matić,1,30,0,0.09,11,0.02,0.09,0.2,MF,0.00
283,0.0,0,0.00,0,0.14,Liverpool,cm CMR,0,8,0.2,0.14,631,1,0.03,Joël Matip,0,27,0,0.14,7,0.03,0.00,0.2,DF,0.14
284,2.0,1,0.08,3,0.41,Brighton,fr FRA,1,29,8.8,0.37,"2,202",9,0.41,Neal Maupay,2,22,0,0.45,24,0.38,0.08,9.6,FW,0.33
285,2.3,0,0.11,5,0.11,Crystal Palace,sco SCO,0,29,2.1,0.00,"2,513",0,0.08,James McArthur,3,31,0,0.11,29,0.08,0.08,2.1,MF,0.00
286,1.3,0,0.00,3,0.24,Sheffield Utd,sco SCO,0,27,7.1,0.24,"1,516",4,0.42,Oliver McBurnie,0,23,0,0.24,16,0.42,0.08,7.1,FW,0.24
287,0.0,0,0.00,0,0.00,Southampton,eng ENG,0,20,0.0,0.00,"1,800",0,0.00,Alex McCarthy,0,29,0,0.00,20,0.00,0.00,0.0,GK,0.00
288,0.6,0,0.00,6,0.00,Crystal Palace,ie IRL,0,25,0.3,0.00,"1,205",0,0.03,James McCarthy,0,28,0,0.00,12,0.03,0.05,0.3,MF,0.00
289,1.9,0,0.11,2,0.28,Aston Villa,sco SCO,0,19,2.8,0.17,"1,612",3,0.15,John McGinn,2,24,0,0.28,19,0.15,0.11,2.8,MF,0.17
290,1.6,0,0.13,2,0.13,Sheffield Utd,ie IRL,0,22,5.6,0.00,"1,375",0,0.36,David McGoldrick,2,31,0,0.13,16,0.36,0.10,5.6,FW,0.00
291,0.0,0,0.00,0,0.00,Norwich City,nir NIR,0,2,0.0,0.00,159,0,0.00,Michael McGovern,0,35,0,0.00,1,0.00,0.00,0.0,GK,0.00
292,1.6,0,0.04,4,0.08,Norwich City,sco SCO,0,29,1.5,0.04,"2,380",1,0.06,Kenny McLean,1,27,0,0.08,26,0.06,0.06,1.5,MF,0.04
293,5.5,0,0.18,4,0.25,Burnley,eng ENG,0,29,1.5,0.07,"2,528",2,0.05,Dwight McNeil,5,19,0,0.25,29,0.05,0.20,1.5,MF,0.07
294,0.7,0,0.06,2,0.28,Manchester Utd,sco SCO,0,21,1.4,0.22,"1,635",4,0.08,Scott McTominay,1,22,0,0.28,19,0.08,0.04,1.4,MF,0.22
295,0.6,0,0.03,7,0.03,Burnley,eng ENG,0,29,1.5,0.00,"2,610",0,0.05,Ben Mee,1,29,0,0.03,29,0.05,0.02,1.5,DF,0.00
296,1.1,0,0.15,2,0.15,Manchester City,fr FRA,0,15,0.2,0.00,"1,205",0,0.01,Benjamin Mendy,2,25,0,0.15,14,0.01,0.08,0.2,DF,0.00
297,0.1,0,0.00,0,0.00,Leicester City,fr FRA,0,5,0.0,0.00,202,0,0.01,Nampalys Mendy,0,27,0,0.00,3,0.01,0.03,0.0,MF,0.00
298,0.1,0,0.00,1,0.10,Bournemouth,wal WAL,0,11,0.6,0.10,901,1,0.06,Chris Mepham,0,21,0,0.10,10,0.06,0.01,0.6,DF,0.10
299,0.6,0,0.00,1,0.00,Crystal Palace,de GER,0,13,0.6,0.00,547,0,0.10,Max Meyer,0,23,0,0.00,6,0.10,0.10,0.6,"MF,FW",0.00
300,1.9,2,0.04,9,0.09,Crystal Palace,rs SRB,2,24,0.6,0.13,"2,050",3,0.10,Luka Milivojević,1,28,0,0.18,23,0.03,0.09,2.1,MF,0.04
301,0.6,2,0.23,3,0.23,Liverpool,eng ENG,2,18,0.5,0.23,769,2,0.24,James Milner,2,33,0,0.47,7,0.06,0.07,2.0,"MF,DF",0.00
302,0.2,0,0.04,3,0.13,Everton,co COL,0,25,2.6,0.09,"2,086",2,0.11,Yerry Mina,1,24,0,0.13,23,0.11,0.01,2.6,DF,0.09
303,0.0,0,0.00,0,0.00,Liverpool,jp JPN,0,3,0.6,0.00,80,0,0.72,Takumi Minamino,0,24,0,0.00,0,0.72,0.00,0.6,"FW,MF",0.00
304,0.5,0,0.04,5,0.13,Aston Villa,eng ENG,0,24,0.9,0.09,"2,092",2,0.04,Tyrone Mings,1,26,0,0.13,24,0.04,0.02,0.9,DF,0.09
305,0.2,0,0.00,1,0.00,Arsenal,am ARM,0,3,0.2,0.00,112,0,0.18,Henrikh Mkhitaryan,0,30,0,0.00,1,0.18,0.18,0.2,FW,0.00
306,0.3,0,0.00,0,0.00,Arsenal,es ESP,0,3,0.1,0.00,270,0,0.03,Nacho Monreal,0,33,0,0.00,3,0.03,0.08,0.1,DF,0.00
307,1.5,0,0.05,5,0.05,Brighton,es ESP,0,24,1.3,0.00,"1,725",0,0.07,Martín Montoya,1,28,0,0.05,21,0.07,0.08,1.3,DF,0.00
308,0.0,0,0.00,0,0.00,Sheffield Utd,eng ENG,0,1,0.0,0.00,90,0,0.00,Simon Moore,0,29,0,0.00,1,0.00,0.00,0.0,GK,0.00
309,2.8,0,0.05,3,0.16,Brighton,au AUS,0,23,1.9,0.11,"1,698",2,0.11,Aaron Mooy,1,28,1,0.16,21,0.11,0.15,1.9,"MF,FW",0.11
310,0.9,0,0.05,3,0.30,Aston Villa,br BRA,1,21,4.3,0.25,"1,782",5,0.26,Wesley Moraes,1,22,0,0.30,21,0.22,0.05,5.2,FW,0.25
311,0.0,0,0.00,0,0.00,Leicester City,jm JAM,0,8,0.0,0.00,166,0,0.03,Wes Morgan,0,35,0,0.00,1,0.03,0.00,0.0,DF,0.00
312,0.0,0,0.00,0,0.00,Sheffield Utd,eng ENG,0,1,0.0,0.00,13,0,0.28,Ravel Morrison,0,26,0,0.00,0,0.28,0.00,0.0,MF,0.00
313,3.4,0,0.16,3,0.39,Chelsea,eng ENG,0,29,5.9,0.23,"2,298",6,0.23,Mason Mount,4,20,0,0.39,25,0.23,0.13,5.9,"MF,FW",0.23
314,1.7,0,0.11,2,0.32,Tottenham,br BRA,0,27,5.4,0.21,"1,682",4,0.29,Lucas Moura,2,26,0,0.32,18,0.29,0.09,5.4,"FW,MF",0.21
315,2.4,0,0.35,1,0.78,Sheffield Utd,fr FRA,0,24,3.4,0.44,"1,032",5,0.29,Lys Mousset,4,23,0,0.78,10,0.29,0.21,3.4,FW,0.44
316,5.3,0,0.21,6,0.25,Wolves,pt POR,0,30,0.8,0.04,"2,526",1,0.03,João Moutinho,6,32,0,0.25,28,0.03,0.19,0.8,MF,0.04
317,0.4,0,0.00,0,0.13,Brighton,eng ENG,0,19,2.1,0.13,711,1,0.26,Glenn Murray,0,35,0,0.13,6,0.26,0.05,2.1,FW,0.13
318,0.0,0,0.11,0,0.11,Arsenal,de GER,0,10,0.7,0.00,802,0,0.08,Shkodran Mustafi,1,27,0,0.11,8,0.08,0.00,0.7,DF,0.00
319,0.1,0,0.00,0,0.00,Newcastle Utd,jp JPN,0,7,0.1,0.00,205,0,0.04,Yoshinori Mutō,0,27,0,0.00,2,0.04,0.03,0.1,"FW,MF",0.00
320,0.0,0,0.00,0,0.00,Tottenham,fr FRA,0,1,0.0,0.00,3,0,0.59,Georges-Kévin N'Koudou,0,24,0,0.00,0,0.59,0.00,0.0,FW,0.00
321,0.5,0,0.00,4,0.00,Aston Villa,zw ZIM,0,22,0.2,0.00,"1,644",0,0.01,Marvelous Nakamba,0,25,0,0.00,18,0.01,0.03,0.2,MF,0.00
322,0.4,0,0.05,3,0.14,Leicester City,ng NGA,0,24,1.6,0.09,"1,984",2,0.07,Wilfred Ndidi,1,22,0,0.14,21,0.07,0.02,1.6,MF,0.09
323,1.3,0,0.19,2,0.38,Tottenham,fr FRA,0,19,0.4,0.19,944,2,0.04,Tanguy Ndombele,2,22,0,0.38,12,0.04,0.12,0.4,MF,0.19
324,0.3,0,0.00,1,0.00,Arsenal,eng ENG,0,13,0.6,0.00,491,0,0.12,Reiss Nelson,0,19,0,0.00,5,0.12,0.05,0.6,FW,0.00
325,2.3,0,0.24,2,0.59,Wolves,pt POR,0,22,1.4,0.35,762,3,0.17,Pedro Neto,2,19,0,0.59,7,0.17,0.27,1.4,"FW,MF",0.35
326,1.3,0,0.04,7,0.11,Wolves,pt POR,0,30,1.3,0.08,"2,368",2,0.05,Rúben Neves,1,22,0,0.11,27,0.05,0.05,1.3,MF,0.08
327,0.0,0,0.00,0,0.00,West Ham,eng ENG,0,5,0.0,0.00,440,0,0.01,Jeremy Ngakia,0,18,0,0.00,5,0.01,0.00,0.0,DF,0.00
328,0.0,0,0.00,0,0.00,Everton,sn SEN,0,3,0.0,0.00,22,0,0.00,Oumar Niasse,0,29,0,0.00,0,0.00,0.00,0.0,FW,0.00
329,0.3,0,0.00,0,0.27,Arsenal,eng ENG,0,7,1.6,0.27,330,1,0.44,Eddie Nketiah,0,20,0,0.27,4,0.44,0.10,1.6,FW,0.27
330,1.5,3,0.04,4,0.08,West Ham,eng ENG,3,27,0.6,0.16,"2,228",4,0.12,Mark Noble,1,32,0,0.20,27,0.02,0.06,2.9,MF,0.04
331,3.6,1,0.00,6,0.00,Sheffield Utd,nir NIR,1,29,0.7,0.04,"2,463",1,0.05,Oliver Norwood,0,28,0,0.04,29,0.03,0.13,1.5,MF,0.00
332,0.0,0,0.00,0,0.00,Aston Villa,no NOR,0,4,0.0,0.00,269,0,0.00,Ørjan Nyland,0,28,0,0.00,2,0.00,0.00,0.0,GK,0.00
333,2.2,0,0.04,3,0.04,Sheffield Utd,eng ENG,0,28,1.3,0.00,"2,520",0,0.05,Jack O'Connell,1,25,0,0.04,28,0.05,0.08,1.3,DF,0.00
334,0.9,0,0.16,1,0.47,Southampton,ie IRL,0,16,1.0,0.32,569,2,0.16,Michael Obafemi,1,19,0,0.47,6,0.16,0.14,1.0,FW,0.32
335,0.0,0,0.00,4,0.08,West Ham,it ITA,0,24,1.5,0.08,"2,160",2,0.06,Angelo Ogbonna,0,31,0,0.08,24,0.06,0.00,1.5,DF,0.08
336,0.1,0,0.17,0,0.68,Liverpool,be BEL,0,22,2.0,0.51,528,3,0.35,Divock Origi,1,24,0,0.68,5,0.35,0.02,2.0,FW,0.51
337,0.3,0,0.00,0,0.00,Sheffield Utd,eng ENG,0,7,0.0,0.00,130,0,0.00,Ben Osborn,0,24,0,0.00,0,0.00,0.18,0.0,"DF,MF",0.00
338,0.2,0,0.00,3,0.13,Manchester City,ar ARG,0,19,2.3,0.13,"1,416",2,0.15,Nicolás Otamendi,0,31,0,0.13,15,0.15,0.01,2.3,DF,0.13
339,1.1,0,0.00,1,0.24,Liverpool,eng ENG,0,21,2.3,0.24,"1,103",3,0.19,Alex Oxlade-Chamberlain,0,25,0,0.24,13,0.19,0.09,2.3,"MF,FW",0.24
340,2.3,0,0.13,1,0.19,Arsenal,de GER,0,18,1.4,0.06,"1,438",1,0.09,Mesut Özil,2,30,0,0.19,18,0.09,0.14,1.4,MF,0.06
341,1.4,0,0.00,3,0.00,Chelsea,it ITA,0,14,0.9,0.00,"1,021",0,0.08,Emerson Palmieri,0,24,0,0.00,13,0.08,0.12,0.9,DF,0.00
342,0.2,0,0.00,6,0.11,Arsenal,gr GRE,0,19,1.1,0.11,"1,696",2,0.06,Sokratis Papastathopoulos,0,31,0,0.11,19,0.06,0.01,1.1,DF,0.11
343,0.0,0,0.00,0,0.00,Tottenham,ie IRL,0,2,0.0,0.00,7,0,0.00,Troy Parrott,0,17,0,0.00,0,0.00,0.00,0.0,MF,0.00
344,0.0,0,0.00,0,0.00,Wolves,pt POR,0,30,0.0,0.00,"2,700",0,0.00,Rui Patrício,0,31,0,0.00,30,0.00,0.00,0.0,GK,0.00
345,0.8,0,0.14,1,0.28,Chelsea,es ESP,0,9,2.6,0.14,654,1,0.35,Pedro,1,32,0,0.28,8,0.35,0.11,2.6,FW,0.14
346,3.4,1,0.32,3,0.54,Arsenal,ci CIV,1,25,3.6,0.27,"1,677",5,0.25,Nicolas Pépé,6,24,0,0.59,18,0.20,0.19,4.4,FW,0.21
347,3.6,0,0.19,3,0.25,Manchester Utd,br BRA,0,23,2.3,0.06,"1,446",1,0.14,Andreas Pereira,3,23,0,0.25,18,0.14,0.22,2.3,"MF,FW",0.06
348,3.8,0,0.07,1,0.18,Leicester City,pt POR,0,28,1.1,0.11,"2,520",3,0.04,Ricardo Pereira,2,25,0,0.18,28,0.04,0.13,1.2,DF,0.11
349,1.8,1,0.00,3,0.13,Watford,ar ARG,1,24,1.5,0.19,"1,394",3,0.15,Roberto Pereyra,0,28,0,0.19,14,0.10,0.11,2.3,"FW,MF",0.13
350,3.0,1,0.23,0,0.57,Leicester City,es ESP,1,25,4.3,0.40,"1,581",7,0.29,Ayoze Pérez,4,26,0,0.63,21,0.24,0.17,5.1,"MF,FW",0.34
351,0.0,0,0.00,1,0.00,Everton,eng ENG,0,29,0.0,0.00,"2,610",0,0.00,Jordan Pickford,0,25,0,0.00,29,0.00,0.00,0.0,GK,0.00
352,0.1,0,0.00,0,0.00,Crystal Palace,eng ENG,0,1,0.0,0.00,8,0,0.00,Brandon Pierrick,0,17,0,0.00,0,0.00,0.89,0.0,DF,0.00
353,1.0,0,0.22,1,0.22,Burnley,nl NED,0,15,0.2,0.00,"1,234",0,0.01,Erik Pieters,3,30,0,0.22,14,0.01,0.07,0.2,DF,0.00
354,0.1,0,0.00,0,0.00,Wolves,pt POR,0,4,0.3,0.00,46,0,0.56,Daniel Podence,0,23,0,0.00,0,0.56,0.15,0.3,"MF,FW",0.00
355,1.5,0,0.33,0,0.33,Manchester Utd,fr FRA,1,8,0.9,0.00,550,0,0.28,Paul Pogba,2,26,0,0.33,5,0.15,0.25,1.7,MF,0.00
356,0.6,0,0.00,0,0.00,Burnley,eng ENG,0,29,0.0,0.00,"2,610",0,0.00,Nick Pope,0,27,0,0.00,29,0.00,0.02,0.0,GK,0.00
357,0.6,0,0.19,2,0.28,Leicester City,be BEL,0,21,1.2,0.09,969,1,0.11,Dennis Praet,2,25,0,0.28,11,0.11,0.06,1.2,MF,0.09
358,0.0,0,0.00,0,0.00,Watford,at AUT,0,1,0.1,0.00,56,0,0.12,Sebastian Prödl,0,32,0,0.00,1,0.12,0.00,0.1,DF,0.00
359,1.9,0,0.07,4,0.11,Brighton,nl NED,0,27,1.4,0.04,"2,430",1,0.05,Davy Pröpper,2,27,0,0.11,27,0.05,0.07,1.4,MF,0.04
360,3.3,2,0.11,3,0.42,Norwich City,fi FIN,2,29,10.7,0.39,"2,559",11,0.43,Teemu Pukki,3,29,0,0.49,29,0.38,0.12,12.2,FW,0.32
361,2.1,0,0.17,0,0.59,Chelsea,us USA,0,16,5.2,0.42,"1,073",5,0.43,Christian Pulisic,2,20,0,0.59,12,0.43,0.17,5.2,FW,0.42
362,0.0,0,0.00,1,0.00,Watford,ar ARG,0,6,0.0,0.00,62,0,0.00,Ignacio Pussetto,0,23,0,0.00,0,0.00,0.00,0.0,"FW,MF",0.00
363,0.0,0,0.00,0,0.00,Watford,pt POR,0,4,0.0,0.00,22,0,0.13,Domingos Quina,0,19,0,0.00,0,0.13,0.00,0.0,MF,0.00
364,0.0,0,0.03,0,0.03,Bournemouth,eng ENG,0,29,0.0,0.00,"2,610",0,0.00,Aaron Ramsdale,1,21,0,0.03,29,0.00,0.00,0.0,GK,0.00
365,0.0,0,0.00,0,0.00,West Ham,ie IRL,0,2,0.0,0.00,180,0,0.00,Darren Randolph,0,32,0,0.00,2,0.00,0.00,0.0,GK,0.00
366,2.7,5,0.18,2,0.60,Manchester Utd,eng ENG,7,23,8.6,0.64,"1,965",14,0.64,Marcus Rashford,4,21,0,0.82,23,0.39,0.12,13.9,FW,0.41
367,2.8,0,0.04,2,0.22,Southampton,eng ENG,0,24,4.2,0.18,"2,042",4,0.18,Nathan Redmond,1,25,0,0.22,24,0.18,0.13,4.2,"MF,FW",0.18
368,0.0,0,0.00,1,0.00,Aston Villa,es ESP,0,6,0.0,0.00,540,0,0.00,Pepe Reina,0,36,0,0.00,6,0.00,0.00,0.0,GK,0.00
369,1.1,0,0.07,5,0.07,West Ham,eng ENG,0,30,0.7,0.00,"2,700",0,0.02,Declan Rice,2,20,0,0.07,30,0.02,0.04,0.7,MF,0.00
370,5.1,0,0.11,5,0.50,Everton,br BRA,0,27,7.4,0.38,"2,352",10,0.28,Richarlison,3,22,0,0.50,27,0.28,0.19,7.4,FW,0.38
371,2.0,0,0.10,6,0.10,Bournemouth,es ESP,0,21,0.3,0.00,"1,792",0,0.02,Diego Rico,2,26,0,0.10,21,0.02,0.10,0.3,DF,0.00
372,0.4,0,0.00,0,0.00,Crystal Palace,nl NED,0,11,0.1,0.00,612,0,0.01,Jaïro Riedewald,0,22,0,0.00,6,0.01,0.06,0.1,DF,0.00
373,1.0,0,0.00,3,0.00,Newcastle Utd,sco SCO,1,10,0.5,0.00,715,0,0.15,Matt Ritchie,0,29,0,0.00,7,0.06,0.12,1.2,"DF,MF",0.00
374,0.0,0,0.00,0,0.00,West Ham,es ESP,0,8,0.0,0.00,687,0,0.00,Roberto,0,33,0,0.00,7,0.00,0.00,0.0,GK,0.00
375,0.0,0,0.00,0,0.00,Norwich City,eng ENG,0,3,0.0,0.00,26,0,0.00,Patrick Roberts,0,22,0,0.00,0,0.00,0.00,0.0,"MF,FW",0.00
376,5.6,0,0.26,1,0.29,Liverpool,sco SCO,0,28,1.3,0.04,"2,444",1,0.05,Andrew Robertson,7,25,0,0.29,27,0.05,0.21,1.3,DF,0.04
377,0.5,0,0.13,1,0.27,Sheffield Utd,ie IRL,0,16,2.1,0.13,676,1,0.28,Callum Robinson,1,24,0,0.27,9,0.28,0.07,2.1,FW,0.13
378,0.1,0,0.00,0,0.00,Sheffield Utd,eng ENG,0,1,0.0,0.00,90,0,0.00,Jack Robinson,0,25,0,0.00,1,0.00,0.08,0.0,DF,0.00
379,1.3,0,0.05,8,0.18,Manchester City,es ESP,0,27,0.9,0.14,"1,978",3,0.04,Rodri,1,23,0,0.18,22,0.04,0.06,0.9,"MF,DF",0.14
380,0.4,1,0.00,1,0.26,Burnley,eng ENG,1,28,4.4,0.32,"1,390",5,0.33,Jay Rodriguez,0,30,0,0.32,12,0.28,0.03,5.1,FW,0.26
381,0.0,0,0.00,1,0.00,Manchester Utd,ar ARG,0,3,0.1,0.00,122,0,0.08,Marcos Rojo,0,29,0,0.00,1,0.08,0.00,0.1,DF,0.00
382,0.3,0,0.00,3,0.00,Southampton,es ESP,0,22,0.2,0.00,"1,314",0,0.01,Oriol Romeu,0,27,0,0.00,13,0.01,0.02,0.2,MF,0.00
383,0.8,0,0.00,5,0.00,Tottenham,eng ENG,0,12,0.1,0.00,893,0,0.01,Danny Rose,0,29,0,0.00,10,0.01,0.08,0.1,DF,0.00
384,0.0,0,0.00,1,0.00,Newcastle Utd,eng ENG,0,5,0.0,0.00,352,0,0.00,Danny Rose,0,29,0,0.00,4,0.00,0.01,0.0,DF,0.00
385,0.3,0,0.00,3,0.16,Chelsea,de GER,0,13,0.4,0.16,"1,125",2,0.04,Antonio Rüdiger,0,26,0,0.16,13,0.04,0.02,0.4,DF,0.16
386,0.5,0,0.00,0,0.00,Norwich City,de GER,0,6,0.3,0.00,337,0,0.09,Lukas Rupp,0,28,0,0.00,4,0.09,0.14,0.3,FW,0.00
387,0.0,0,0.00,0,0.00,Brighton,au AUS,0,30,0.0,0.00,"2,700",0,0.00,Mathew Ryan,0,27,0,0.00,30,0.00,0.00,0.0,GK,0.00
388,2.5,0,0.07,0,0.21,Newcastle Utd,fr FRA,0,18,2.3,0.14,"1,268",2,0.16,Allan Saint-Maximin,1,22,0,0.21,15,0.16,0.18,2.3,"MF,FW",0.14
389,0.5,0,0.04,10,0.13,Wolves,ma MAR,0,26,2.3,0.09,"2,075",2,0.10,Romain Saïss,1,29,1,0.13,24,0.10,0.02,2.3,DF,0.09
390,2.0,0,0.27,4,0.27,Arsenal,eng ENG,0,20,0.7,0.00,"1,354",0,0.05,Bukayo Saka,4,17,0,0.27,14,0.05,0.14,0.7,"DF,FW",0.00
391,0.1,0,0.00,0,0.00,Crystal Palace,fr FRA,0,8,0.0,0.00,466,0,0.00,Mamadou Sakho,0,29,1,0.00,6,0.00,0.01,0.0,"DF,MF",0.00
392,5.7,3,0.24,1,0.76,Liverpool,eg EGY,3,26,12.3,0.64,"2,239",16,0.59,Mohamed Salah,6,27,0,0.88,26,0.49,0.23,14.6,FW,0.52
393,0.2,0,0.00,0,0.24,Aston Villa,tz TAN,0,5,1.0,0.24,374,1,0.23,Mbwana Samatta,0,26,0,0.24,4,0.23,0.04,1.0,FW,0.24
394,0.0,0,0.00,0,0.00,West Ham,co COL,0,6,0.0,0.00,117,0,0.00,Carlos Sánchez,0,33,0,0.00,1,0.00,0.00,0.0,"MF,DF",0.00
395,0.0,0,0.00,5,0.00,Tottenham,co COL,0,23,0.7,0.00,"1,980",0,0.03,Davinson Sánchez,0,23,0,0.00,22,0.03,0.00,0.7,DF,0.00
396,1.3,0,0.21,1,0.55,Watford,sn SEN,0,20,5.3,0.34,"1,316",5,0.36,Ismaila Sarr,3,21,0,0.55,14,0.36,0.09,5.3,"FW,MF",0.34
397,0.1,0,0.00,4,0.13,Newcastle Utd,ch SUI,0,18,1.2,0.13,"1,396",2,0.08,Fabian Schär,0,27,0,0.13,15,0.08,0.01,1.2,DF,0.13
398,0.0,0,0.00,2,0.00,Brighton,it ITA,0,8,0.2,0.00,361,0,0.07,Ezequiel Schelotto,0,30,0,0.00,4,0.07,0.00,0.2,DF,0.00
399,1.1,0,0.10,2,0.31,Crystal Palace,gh GHA,0,14,1.5,0.21,861,2,0.16,Jeffrey Schlupp,1,26,0,0.31,9,0.16,0.12,1.5,"MF,DF",0.21
400,0.2,0,0.00,2,0.00,Leicester City,dk DEN,0,30,0.0,0.00,"2,700",0,0.00,Kasper Schmeichel,0,32,0,0.00,30,0.00,0.01,0.0,GK,0.00
401,0.2,0,0.00,6,0.00,Everton,fr FRA,0,15,0.3,0.00,"1,001",0,0.03,Morgan Schneiderlin,0,29,1,0.00,12,0.03,0.01,0.3,MF,0.00
402,0.1,0,0.00,0,0.00,Tottenham,eng ENG,0,6,0.1,0.00,342,0,0.03,Ryan Sessegnon,0,19,0,0.00,4,0.03,0.01,0.1,DF,0.00
403,0.2,0,0.00,0,0.51,Liverpool,ch SUI,0,6,0.5,0.51,177,1,0.24,Xherdan Shaqiri,0,27,0,0.51,2,0.24,0.08,0.5,FW,0.51
404,1.5,0,0.00,1,0.37,Sheffield Utd,eng ENG,0,19,1.8,0.37,739,3,0.22,Billy Sharp,0,33,1,0.37,7,0.22,0.18,1.8,FW,0.37
405,0.8,0,0.00,5,0.00,Manchester Utd,eng ENG,0,19,0.4,0.00,"1,326",0,0.03,Luke Shaw,0,24,0,0.00,15,0.03,0.05,0.4,DF,0.00
406,2.4,0,0.00,2,0.34,Newcastle Utd,eng ENG,0,17,1.8,0.34,"1,340",5,0.12,Jonjo Shelvey,0,27,0,0.34,16,0.12,0.16,1.8,MF,0.34
